title,網址,標籤,keywords
洋蔥降膽固醇、三酸甘油脂！日研究：80％都有感！,https://www.everydayhealth.com.tw//article/21864,"['健康飲食', '洋蔥', '高血脂', '三酸甘油酯', '膽固醇', '護心降三高食材', '動脈硬化']","['洋蔥', '三酸甘', '油脂', '三酸甘油酯', '護心降三高食材', '高血脂', '健康飲食', '膽固醇', '動脈硬化']"
食藥署示警：吃完藥立刻躺下，嚴重可致命！,https://www.everydayhealth.com.tw//article/21870,"['保健新聞', '藥物', '食道']","['食藥署', '藥物', '黏膜', '藥品', '服藥', '食道', '保健新聞']"
從面相看肝病：「眉間縱紋、隆起」是肝衰、脂肪肝警訊！,https://www.everydayhealth.com.tw//article/21856,"['養生保健', '肝臟', '按摩', '肝炎', '肝病', '脂肪肝']","['脂肪肝', '出現', '眉間', '不適', '肝病', '肝臟', '肝炎', '養生保健', '按摩', '三浦']"
解除大腦缺氧警報！深呼吸開啟活氧循環，答題效率多15％！,https://www.everydayhealth.com.tw//article/21853,"['養生保健', '呼吸', '大腦', '專注力', '記憶力']","['深呼吸', '記憶力', '答題', '大腦', '呼吸', '養生保健', '醫療', '專注力']"
血管年齡到老都20歲！122歲人瑞最愛的超級食物大揭密,https://www.everydayhealth.com.tw//article/21831,"['對抗老化', '長壽飲食', '黑巧克力', '豆類', '可可']","['黑巧克力', '長壽', '巧克力', '對抗老化', '長壽飲食', '可可', '百歲', '豆類']"
​揉一揉、按一按！5大瘦身穴位幫你有效瘦身、不復胖,https://www.everydayhealth.com.tw//article/14677,"['穴道導引', '耳朵', '穴道', '按摩', '瘦身', '新陳代謝', '自律神經', '荷爾蒙']","['食慾', '新陳代謝', '瘦身', '耳朵', '穴位', '自律神經', '穴道', '穴道導引', '荷爾蒙', '按摩']"
除了冥想，還有6種紓壓小妙方，15分鐘消除心靈疲勞！,https://www.everydayhealth.com.tw//article/3656,"['壓力紓解', '紓壓', '消除疲勞', '減重', '冥想', '心靈']","['冥想', '心靈', '紓壓', '壓力紓解', '分鐘', '疲勞', '15', '減重', '妙方', '消除疲勞']"
6／1上路！夏季電費、節電補助、租屋新制一次看,https://www.everydayhealth.com.tw//article/21869,"['省電', '電費']","['節電', '電價', '租屋', '房東', '電費', '省電']"
租甲醛屋半年，設計師血癌過世！林杰樑1招避甲醛毒,https://www.everydayhealth.com.tw//article/20020,"['保健新聞', '甲醛', '甲醛屋', '空氣汙染', '淨化空氣', '居家']","['裝潢', '室內', '通風', '空氣汙染', '甲醛屋', '汙染', '甲醛', '居家', '淨化空氣', '保健新聞']"
「高粱當水喝」男子喉嚨1症狀就醫，竟食道癌三期了！,https://www.everydayhealth.com.tw//article/21867,"['保健新聞', '食道癌', '吞嚥困難']","['吞嚥困難', '吞嚥', '感覺', '檢查', '食道癌', '食道', '保健新聞']"
男子咳痰竟咳出4個蟲蛹！ 4招徹底趕走果蠅、飛蛾,https://www.everydayhealth.com.tw//article/21849,"['防蚊/除蟲', '殺蟲劑', '浴室', '清潔/打掃', '過敏原', '果蠅', '紗窗']","['過敏原', '紗窗', '害蟲', '知識', '殺蟲劑', '浴室', '產卵', '防蚊/除蟲', '果蠅', '引發', '清潔/打掃']"
水腫救星！西瓜消水腫，撒肉桂粉吃效果再加倍！,https://www.everydayhealth.com.tw//article/21307,"['健康飲食', '西瓜', '肉桂', '減肥消水腫食材', '消水腫', '利尿']","['消水腫', '肉桂', '利尿', '水腫', '西瓜', '組織液', '肉桂粉', '血液', '減肥消水腫食材', '健康飲食']"
芹菜有「負卡路里」之稱！營養專家：甩油解便這樣吃,https://www.everydayhealth.com.tw//article/21848,"['健康飲食', '芹菜', '舞菇', '菇類', '膳食纖維', '健康減肥方法', '瘦身飲食']","['纖維', '舞菇', '膳食纖維', '瘦身飲食', '芹菜', '健康減肥方法', '相當', '食材', '菇類', '健康飲食']"
急性咳嗽和久咳都適用！止咳4穴道有效緩和,https://www.everydayhealth.com.tw//article/10146,"['穴道導引', '咳嗽', '止咳', '感冒', '久咳', '穴道', '胃食道逆流']","['止咳', '久咳', '咳嗽', '支氣管炎', '穴道', '穴道導引', '感冒', '胃食道逆流', '急性']"
只要一湯匙！日本正夯「蕎麥粒減肥法」月甩8公斤,https://www.everydayhealth.com.tw//article/21726,"['健康飲食', '蕎麥', '健康減肥方法', '減重飲食食材', '瘦身飲食']","['減肥法', '瘦身飲食', '橋本', '健康減肥方法', '蕎麥', '減肥', '減重飲食食材', '幹造', '健康飲食']"
50年後才懂她用心良苦「當我自己都懷疑，她卻比我更有信心」,https://www.everydayhealth.com.tw//article/21715,"['家庭關係', '父母']","['我媽', '執行長', '日後', '打電話', '家庭關係', '父母', '沒有']"
【公益合作】2019愛孩童幸福節,https://www.everydayhealth.com.tw//article/21868,"['健康小撇步', '健康公益']","['健康公益', '療育', '發展', '健康小撇步', '兒童', '服務', '成長']"
曾嘆生不如死！金馬女星罹子宮惡癌，5次化療剩8根睫毛,https://www.everydayhealth.com.tw//article/21852,"['保健新聞', '子宮內膜癌', '化療']","['化療', '內膜', '金燕玲', '子宮', '婦科', '保健新聞', '子宮內膜癌']"
96％痔瘡患者獲改善！醫師教6招治好痔瘡免開刀,https://www.everydayhealth.com.tw//article/20334,"['養生保健', '痔瘡', '便祕', '促進血液循環', '壓力', '生活習慣', '疲勞']","['便祕', '改變', '治療', '痔瘡', '促進血液循環', '疲勞', '肛門', '養生保健', '生活習慣', '壓力']"
眼睛傷害不可逆！熱敷緩解眼疲勞，15分鐘護眼一生！,https://www.everydayhealth.com.tw//article/21843,"['養生保健', '熱敷', '眼睛保健']","['舒緩', '眼罩', '熱敷', '養生保健', '眼睛保健', '視力', '眼睛']"
減少免費加班的時間，就等於是在提高自己的「時薪」,https://www.everydayhealth.com.tw//article/21794,"['生活智慧', '時間管理', '理財']","['理財', '時間管理', '浪費', '時間', '時薪', '加班', '遲到', '生活智慧']"
梅雨季乾衣救星！5招衣物速乾防霉臭，鋪1張吸水超好用,https://www.everydayhealth.com.tw//article/21840,"['除黴/除濕', '梅雨季', '濕氣', '除濕', '曬衣服', '黴菌感染', '肺炎']","['速乾', '除濕', '細菌', '曬衣服', '黴菌感染', '除黴/除濕', '濕氣', '推薦', '梅雨季', '衣物', '肺炎']"
咖啡抑制肝炎、肝硬化！研究認證降50％肝癌風險,https://www.everydayhealth.com.tw//article/21827,"['健康飲食', '咖啡因', '綠咖啡', '綠原酸', '肝癌', '肝硬化', '十大癌症']","['十大癌症', '肝硬化', '肝癌', '咖啡因', '咖啡', '綠原酸', '風險', '預防', '綠咖啡', '健康飲食', '肝細胞']"
做「這行」血管最強健！名醫認證2撇步降血壓血管更軟Q,https://www.everydayhealth.com.tw//article/21834,"['健康飲食', '心血管疾病', '腦中風', '心肌梗塞', '腦梗塞', '小黃瓜', '沙丁魚']","['心肌梗塞', '腦梗塞', '柔軟', '一氧化氮', '心血管疾病', '小黃瓜', '血管', '沙丁魚', '健康飲食', '腦中風']"
洪雪珍：一個人老，是一生真正的自由,https://www.everydayhealth.com.tw//article/21687,"['銀髮族健康/長期照護', '老人', '退休']","['銀髮族健康/長期照護', '老人', '可憐', '自由', '退休', '公園', '一點', '明月']"
困擾多年的失眠耳鳴都解決了...就靠熱刺激這部位,https://www.everydayhealth.com.tw//article/14445,"['養生保健', '溫度', '疾病', '失眠', '耳鳴', '熱敷']","['疾病', '刺激', '耳鳴', '解決', '溫度', '熱敷', '養生保健', '失眠', '困擾']"
改善貧血防骨鬆！醫學博士1盤提高鈣鐵吸收率,https://www.everydayhealth.com.tw//article/21800,"['健康飲食', '骨折', '骨質疏鬆症', '高鈣', '鐵質', '醋', '魚料理']","['骨質疏鬆症', '鈣質', '補鈣', '魚料理', '高鈣', '吸收率', '醋', '鐵質', '醫學博士', '預防', '健康飲食', '骨折']"
健脾化濕、消腫解毒！跟百歲國醫大師學5招夏日養生術,https://www.everydayhealth.com.tw//article/21591,"['中醫養生', '夏天', '冬瓜', '紅豆', '消暑', '濕氣']","['冬瓜', '皮膚', '人體', '夏天', '時間', '濕氣', '氣候', '消暑', '夏季', '紅豆', '中醫養生']"
醫學博士教你防失智！吃咖哩多1步更活腦,https://www.everydayhealth.com.tw//article/21751,"['健康飲食', '番茄', '咖哩', '失智症', '預防失智', '健腦食物', '記憶力']","['咖哩', '番茄', '記憶力', '失智症', '腦部', '預防失智', '紅素', '健腦食物', '製作', '健康飲食']"
全世界菁英都這樣做！日醫博士這樣解痛5天見效,https://www.everydayhealth.com.tw//article/21763,"['養生保健', '大腦', '冥想', '疼痛']","['冥想', '正念', '大腦', '疼痛', '養生保健', '活動量', '神經']"
氣滯血瘀，不通則痛！中醫「護腎氣、斬痛根」溫養之道,https://www.everydayhealth.com.tw//article/21713,"['中醫養生', '氣血', '疼痛', '中暑']","['氣滯', '內氣', '疼痛', '中暑', '中醫', '中醫養生', '氣血']"
港星54歲癌逝…腫瘤科醫師告訴你「短命癌」有10大警訊,https://www.everydayhealth.com.tw//article/21781,"['養生保健', '癌症', '鼻咽癌', '喉癌', '喉嚨痛', '鼻血']","['癌症', '喉嚨痛', '鼻咽癌', '危險', '養生保健', '鼻血', '比較', '口腔', '頭頸', '喉癌']"
窮忙族大翻身！揪出你沒發現的理財盲點,https://www.everydayhealth.com.tw//article/21795,"['生活智慧', '時間管理', '理財']","['理財', '時間管理', '小時', '時間', '小錢', '三個', '繪里', '生活智慧']"
香港腳用優碘殺菌？食藥署：母湯！真正根治這樣做,https://www.everydayhealth.com.tw//article/21810,"['疾病迷思', '香港腳', '殺菌', '止癢']","['食藥署', '疾病迷思', '治療', '止癢', '襪子', '殺菌', '黴菌', '香港腳']"
Ella驚傳子宮、膀胱脫垂，嚴重尿失禁一打噴嚏就尿濕,https://www.everydayhealth.com.tw//article/21805,"['保健新聞', '尿失禁', '漏尿']","['膀胱', '打噴嚏', '尿失禁', 'Ella', '漏尿', '手術', '保健新聞']"
10種食材消脹氣解便祕最有感！腸道名醫：香蕉、可可上榜了,https://www.everydayhealth.com.tw//article/21801,"['健康飲食', '便祕', '宿便', '便秘', '可可', '糯麥', '香蕉']","['便祕', '糯麥', '腸道', '年紀', '老化', '松生', '香蕉', '可可', '健康飲食', '宿便', '便秘']"
腿上蜘蛛網是血管栓塞警訊！走路1眉角改善靜脈曲張,https://www.everydayhealth.com.tw//article/21789,"['養生保健', '靜脈曲張', '靜脈栓塞', '肺栓塞', '蜂窩性組織炎', '小腿肌', '血液循環']","['小腿肌', '血液循環', '肺栓塞', '靜脈', '幫浦', '小腿', '靜脈栓塞', '心臟', '靜脈曲張', '養生保健', '蜂窩性組織炎']"
水餃3顆＝1碗白飯？醫師教你自己包水餃降血脂,https://www.everydayhealth.com.tw//article/21700,"['健康飲食', '羊肉', '肉類', '肉鹼', '燃脂', '三酸甘油酯', '膽固醇']","['三酸甘', '羊肉', '肉鹼', '燃脂', '油脂', '三酸甘油酯', '肉類', '餃子', '水餃', '健康飲食', '膽固醇']"
告別過敏！兒科權威醫教你：居家淨化空氣必做這件事,https://www.everydayhealth.com.tw//article/21732,"['淨化空氣', '空氣品質', '空氣汙染', '空氣清淨機', '過敏']","['空氣', '影響', '空氣汙染', '兒童', '小兒科', '淨化空氣', '過敏', '空氣清淨機', '空氣品質']"
20年戰勝3癌症！奇蹟抗癌名醫必備1物防毒入肺通全身,https://www.everydayhealth.com.tw//article/21720,"['淨化空氣', '空氣品質', '空氣汙染', '空氣清淨機', '癌症']","['內科', '癌症', '空氣', '懸浮', '空氣汙染', '抗癌', '淨化空氣', '空氣清淨機', '空氣品質']"
預防癌變2關鍵！專科醫師：從源頭抵擋發炎必做1件事,https://www.everydayhealth.com.tw//article/21718,"['淨化空氣', '空氣品質', '空氣汙染', '空氣清淨機', 'PM2.5']","['PM2.5', '空氣', '空氣汙染', '耳鼻喉科', '機會', '淨化空氣', '過敏', '發炎', '空氣清淨機', '空氣品質']"
腎臟發炎？尿尿一看就知道！醫師1表秒解腎臟隱憂,https://www.everydayhealth.com.tw//article/16814,"['養生保健', '慢性腎臟病', '尿道炎', '膀胱炎', '尿液', '攝護腺', '腎臟']","['腎臟', '排尿', '膀胱炎', '養生保健', '尿道', '尿道炎', '慢性腎臟病', '尿液', '攝護腺', '發炎']"
于美人體內藏108顆腎結石！你愛吃的食物是結石推手嗎？,https://www.everydayhealth.com.tw//article/21798,"['保健新聞', '腎結石']","['美人', '結石', '108', '預防', '腎結石', '保健新聞']"
漏尿好困擾，漏尿治療方法物理治療師告訴你,https://www.everydayhealth.com.tw//article/14947,"['養生保健', '漏尿', '尿失禁', '骨盆底肌', '膀胱', '凱格爾運動']","['膀胱', '凱格爾運動', '尿失禁', '治療', '漏尿', '收縮', '底肌', '骨盆底肌', '養生保健', '骨盆']"
鼻咽癌別錯當感冒、鼻竇炎！鼻塞、反覆鼻血都是鼻咽癌症狀,https://www.everydayhealth.com.tw//article/21782,"['養生保健', '鼻咽癌', '病毒', '鼻血']","['常見', '腫瘤', '病毒', '鼻咽癌', '鼻竇炎', '養生保健', '鼻腔', '鼻血']"
黴菌致病，嚴重恐致命！專家：家中10處暗藏發霉危機,https://www.everydayhealth.com.tw//article/21761,"['除黴/除濕', '黴菌', '肺炎', '浴室', '洗衣機清洗']","['洗衣', '打掃', '浴室', '除黴/除濕', '洗衣機清洗', '胞子', '過敏性', '黴菌', '肺炎']"
死後不想擠在靈骨塔！內政部超夯環保葬「海濱公社」驚豔入榜,https://www.everydayhealth.com.tw//article/21787,"['生活便利貼', '環保葬', '樹葬', '補助', '終活']","['樹葬', '骨塔', '骨灰', '內政部', '補助', '傳統', '環保葬', '終活', '環保', '生活便利貼']"
心悸頭痛恐是貧血惹禍！不只補鐵，更要多吃這些食物,https://www.everydayhealth.com.tw//article/13948,"['健康飲食', '貧血', '女性', '鐵質', '咖啡', '頭痛', '月經', '鋅']","['月經', '頭痛', '咖啡', '鋅', '鐵蛋白', '健康飲食', '鐵質', 'mg', '女性', '貧血']"
林懷民：不聽母親苦勸成立雲門，她卻成為最積極的觀眾,https://www.everydayhealth.com.tw//article/21717,"['家庭關係', '父母']","['父親', '母親', '雲門', '繩子', '家庭關係', '父母', '沒有']"
中風復建2周就能走，最後竟膝關節退化…醫：這步錯了,https://www.everydayhealth.com.tw//article/21684,"['銀髮族健康/長期照護', '中風', '復健運動', '老人']","['運動', '復健運動', '訓練', '銀髮族健康/長期照護', '老人', '復健', '長者', '中風', '動作']"
蔬菜先洗或先切才最沒農藥殘留？食藥署公布正解,https://www.everydayhealth.com.tw//article/21773,"['保健新聞', '農藥', '洗菜', '蔬果']","['先洗', '清洗', '農藥', '蔬果', '洗菜', '保健新聞', '殘留']"
打造無暇肌的修復保養4步驟：選對修復成分，關鍵有效神救援！,https://www.everydayhealth.com.tw//article/21377,"['生活便利貼', '敏感肌', '肌膚保養']","['修復', '保養', '敏感肌', '保濕', '肌膚保養', '皮膚', '肌膚', '生活便利貼']"
抗老花、青光眼！醫師「茶包溫敷法」逆轉眼病降眼壓,https://www.everydayhealth.com.tw//article/21295,"['對抗老化', '青光眼', '白內障', '眼壓', '茶', '促進血液循環']","['眼壓', '眼部', '促進血液循環', '直樹', '白內障', '對抗老化', '三浦', '青光眼', '茶']"
日本爆紅「喝湯減肥法」2週狂甩5kg，膽固醇、血糖都降了,https://www.everydayhealth.com.tw//article/21708,"['健康飲食', '柴魚', '昆布', '喝湯', '不節食減肥', '減重飲食食材']","['食慾', '簡單', '昆布', '喝湯', '減肥', '高湯', '不節食減肥', '柴魚', '減重飲食食材', '健康飲食']"
調理頭痛、失眠，這7種精油有效舒緩日常不適,https://www.everydayhealth.com.tw//article/1761,"['生活便利貼', '精油', '經痛/生理痛']","['精油', '芳香', '季子', '吉井友', '療法', '經痛/生理痛', '生活便利貼']"
傳奇女星桃樂絲黛肺炎病逝！肺炎奪命比肺癌多…6種症狀慎防肺炎,https://www.everydayhealth.com.tw//article/15642,"['養生保健', '肺炎', '發燒', '疫苗']","['疫苗', '細菌', '肺炎', '治療', '養生保健', '感染', '發燒', '嚴重']"
